,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est_Tpk,Max_response,Slope,Intercept,R_Squared,AIC,BIC,Delta_AIC,Delta_BIC,Best_Type,Rank,Corrected,Number_Of_Data_Points,Points_Before_Peak,Points_After_Peak,Number_Of_Variables,Tpk_std,Response_std,E_std,B0_est,E_est,E_D_est,E_D_L_est,T_pk_est,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,RespiratoryPathway,ConLabGrowthTemp
159_Sch_TF_TKP,Aeribacillus pallidus,schoolfield_two_factor_tpk,Specific Growth Rate,-3.0802701442410076,0.68675346404346,331.9097291084863,2.6203616910763223,NA,331.80631000001364,5.925837826977852,NA,NA,0.9523613395734675,-4.686623580874594,-2.2894158724754146,NA,NA,schoolfield_two_factor_tpk,1,False,8,6,2,4,1.820930113989743,14.794630871399793,0.17425462145110326,-3.02858607775708,0.5723269253458368,1.1441688936192773,11.272595518278608,328.1774,159,Mnif_2013_A_pallidus,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",34.0,10.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aeribacillus,pallidus,True,Aerobic,NA
435_Sch_TF_TKP,Aeromonas hydrophila,schoolfield_two_factor_tpk,Specific Growth Rate,1.0288779669874224,0.6495889185917421,305.8715957905378,4.349188327913858,NA,305.8000000000084,45.53137497127765,NA,NA,0.9781981640623273,51.41914705348192,60.425133961792696,NA,NA,schoolfield_two_factor_tpk,1,False,30,26,4,4,0.28106011812428305,1.154636279347511,0.03432179593996274,3.42411046060181,1.2990278298626199,3.2882557771282794,0.29883101801487744,304.09999999999997,435,A_hydrophila_3459,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,hydrophila,True,Aerobic,NA
211_Sch_TF_TKP,Aeropyrum pernix,schoolfield_two_factor_tpk,Specific Growth Rate,-12.927263122265503,1.4200317033642713,364.20979336444856,4.876366373315826,NA,364.1327000000059,6.093110914514543,NA,NA,0.9940157448630316,-23.228969111529025,-20.831761403129846,NA,NA,schoolfield_two_factor_tpk,1,False,8,5,3,4,0.310778313271766,0.1938307091904236,0.11823905933315075,-1.0624732420522367,0.6535375101108055,1.1585033867189853,-1.307075020221611,363.2432,211,Sako_1996_A_pernix,"Sako, Y., Nomura, N., Uchida, A., Ishida, Y., Morii, H., Koga, Y., ? Maruyama, T. (1996). Aeropyrum pernix gen. nov., sp. nov., a Novel Aerobic Hyperthermophilic Archaeon Growing at Temperatures up to 100?C. International Journal of Systematic Bacteriology, 46(4), 1070-1077.",29.13,129.2,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Aeropyrum,pernix,True,Aerobic,90.0
47_Sch_TF_TKP,Alicyclobacillus acidocaldarius,schoolfield_two_factor_tpk,Specific Growth Rate,0.21465029762098595,0.3954105875012899,340.5001511682257,12.363683695285062,NA,340.3951000000062,33.234883565915446,NA,NA,0.9125097757390838,23.015095122709322,24.744645867985888,NA,NA,schoolfield_two_factor_tpk,1,False,7,5,2,4,2.5623485950333906,11.273140447366275,0.13531495111226025,2.180509658159197,1.9651894867167987,2.1564621624955773,-3.9303789734335974,337.79429999999996,47,Darland_1971_pH3,"Darland, G., & Brock, T. D. (1971). Bacillus acidocaldarius sp.nov., an Acidophilic Thermophilic Spore-forming Bacterium. Journal of General Microbiology, 67(1), 9-15.",NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,acidocaldarius,False,Aerobic,NA
48_Sch_TF_TKP,Alicyclobacillus acidocaldarius,schoolfield_two_factor_tpk,Specific Growth Rate,0.2160448623326566,0.4030476937841039,340.6795248721041,13.22327054258889,NA,340.5520000000062,35.79412426280873,NA,NA,0.9562021453660947,18.819997988970727,20.54954873424729,NA,NA,schoolfield_two_factor_tpk,1,False,7,5,2,4,1.9583565778090724,9.34188408653257,0.09597842748031875,2.3265672093392875,2.1003157854806314,2.2924952253842843,-4.200631570961263,337.7295,48,Darland_1971_pH4,"Darland, G., & Brock, T. D. (1971). Bacillus acidocaldarius sp.nov., an Acidophilic Thermophilic Spore-forming Bacterium. Journal of General Microbiology, 67(1), 9-15.",NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,acidocaldarius,True,Aerobic,NA
49_Sch_TF_TKP,Alicyclobacillus acidocaldarius,schoolfield_two_factor_tpk,Specific Growth Rate,-7.277592614610405,1.6385864120654892,338.0210707110217,1.7562177712974516,NA,337.8834000000056,29.21764809464371,NA,NA,0.9999407119387662,-20.705517140587084,-20.658327578416582,NA,NA,schoolfield_two_factor_tpk,1,False,5,5,0,4,0.8551943893232393,1.8677636870006245,0.07875941351257955,0.9832732774574902,1.2410462877321495,8.897734944607516,-2.317131720700315,337.74920733962483,49,Darland_1971_pH5,"Darland, G., & Brock, T. D. (1971). Bacillus acidocaldarius sp.nov., an Acidophilic Thermophilic Spore-forming Bacterium. Journal of General Microbiology, 67(1), 9-15.",NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,acidocaldarius,False,Aerobic,NA
233_Sch_TF_TKP,Alkaliphilus transvaalensis,schoolfield_two_factor_tpk,Specific Growth Rate,-2.4541424570669053,1.072401681969956,313.9121864145354,3.523558602854213,NA,313.849900000007,22.133828446683022,NA,NA,0.9748349670529083,12.116204820862952,16.105681184854806,NA,NA,schoolfield_two_factor_tpk,1,False,11,7,4,4,0.5531557104470125,1.2797114292834952,0.16887815791815108,1.6161481485578237,1.156101224458012,1.6265191881371464,0.8019992520894571,313.15479999999997,233,Takai_2001_A_transvaalensis,"2001,  Takai, K et al, 'Alkaliphilus transvaalensis gen. nov., sp. nov., an extremely alkaliphilic bacterium isolated from a deep South African gold mine', International Journal of Systematic and Evolutionary Microbiology, 51 (1245-1256)",-26.0,27.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus,transvaalensis,True,A1,37.0
561_Sch_TF_TKP,Anabaena bergii,schoolfield_two_factor_tpk,Specific Growth Rate,-2.6069464726585445,0.49028971405507793,300.1758181356968,2.7405968550903252,NA,300.05000000000496,0.3947781547531432,NA,NA,0.941959596586757,-47.50517919902126,-45.107971490622084,NA,NA,schoolfield_two_factor_tpk,1,False,8,5,3,4,1.4655661979856283,0.04625536585552064,0.1624185060487711,-0.9424704470912266,1.8280112458247797,3.4549741387190256,-3.6560224916495594,298.15,561,CT435,"Mehnert, G., Leunert, F., Cir??s, S., J??hnk, K. D., R??cker, J., Nixdorf, B. & Wiedner, C. (2010). Competitiveness of invasive and native cyanobacteria from temperate freshwaters under various light and temperature conditions. J. Plankton Res., 32, 1009-1021.",53.45,13.16,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,bergii,True,PhotosystemII,NA
564_Sch_TF_TKP,Anabaena macrospora,schoolfield_two_factor_tpk,Specific Growth Rate,-2.4968718373246177,0.29485187439693106,300.87730638691374,7.743964525316075,NA,300.7500000000051,0.25108814115175826,NA,NA,0.9666321163203431,-51.05893166141883,-49.32938091614227,NA,NA,schoolfield_two_factor_tpk,1,False,7,5,2,4,1.0329942059771697,0.31753684206784266,0.07339591708786923,-1.4266764482469263,2.3895176454286577,4.536120083927986,-4.7790352908573155,298.15,564,CT438,"Mehnert, G., Leunert, F., Cir??s, S., J??hnk, K. D., R??cker, J., Nixdorf, B. & Wiedner, C. (2010). Competitiveness of invasive and native cyanobacteria from temperate freshwaters under various light and temperature conditions. J. Plankton Res., 32, 1009-1021.",53.15,13.03,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,macrospora,True,PhotosystemII,NA
597_Sch_TF_TKP,Anabaena sp.,schoolfield_two_factor_tpk,Specific Growth Rate,-2.281077541822368,0.4691089803433368,307.282600258835,45.7451880142063,NA,307.1500000000043,0.922609327885747,NA,NA,0.9451931266796325,-24.752475429889245,-24.705285867718743,NA,NA,schoolfield_two_factor_tpk,1,False,5,4,1,4,NA,NA,NA,-0.6355728532240071,2.2332339857884875,2.7497711466487136,-4.466467971576975,305.15,597,CT475,Nalewajko & Murphy (2001),NA,NA,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,NA,True,PhotosystemII,NA
540_Sch_TF_TKP,Anabaena sp. pcc7122,schoolfield_two_factor_tpk,Specific Growth Rate,-3.2312360236858297,0.49313381547937896,307.38559141797487,53.63765043920837,NA,307.2500000000043,0.40228915448879243,NA,NA,0.9770545819858519,-37.10411062543235,-37.056921063261846,NA,NA,schoolfield_two_factor_tpk,1,False,5,4,1,4,NA,NA,NA,-1.4742079631739964,2.37144370347311,2.78199260867878,-4.74288740694622,305.65,540,CT400,"L??rling M., Eshetu F., Faassen E.J., Kosten S. & Huszar V. L. M. (2013). Comparison of cyanobacterial and green algal growth rates at different temperatures. Freshwater Biol., 58, 552-559.",NA,NA,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,NA,True,PhotosystemII,NA
596_Sch_TF_TKP,Anabaena spiroides,schoolfield_two_factor_tpk,Specific Growth Rate,-0.5209427913784135,3.950281732440713,295.33214099307696,3.6402508243697795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,schoolfield_two_factor_tpk,1,False,10,2,8,4,NA,NA,NA,-0.5209427913784135,3.950281732440713,3.6402508243697795,-5.234191845427635,295.33214064827894,596,CT473,"Seki, H., Ozawa, H. & Ichimura, S. E. (1981). Temperature dependence of filament length of Anabaena spiroides Klebahn var. crassa Lemm. Hydrobiologia, 83, 419-423.",36.04,140.394,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,spiroides,True,PhotosystemII,NA
593_Sch_TF_TKP,Anabaena ucrainica,schoolfield_two_factor_tpk,Specific Growth Rate,-4.379557224770597,1.3659746967025541,300.8894535395725,1.8962578395998628,NA,300.75000000000625,0.736766060555002,NA,NA,0.9855886638580945,-60.009871724880085,-56.496946259909855,NA,NA,schoolfield_two_factor_tpk,1,False,10,8,2,4,0.8621476310872084,0.13470454365151313,0.2814143978635032,-0.24821523446149732,0.8695567690813897,6.415263425576977,0.8226046030619234,299.15,593,CT467,"Tsujimura, S. & Okubo, T. (2003). Development of Anabaena blooms in a small reservoir with dense sediment akinete population, with special reference to temperature and irradiance. J. Plankton Res., 25, 1059-1067.",35.5,136.0,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,ucrainica,True,PhotosystemII,NA
563_Sch_TF_TKP,Aphanizomenon flosaquae,schoolfield_two_factor_tpk,Specific Growth Rate,-1.509515729451815,0.16185503523553169,300.46232241363504,13.748545564955446,NA,300.350000000005,0.40791030209679124,NA,NA,0.9833199035719301,-48.812696017351215,-47.083145272074646,NA,NA,schoolfield_two_factor_tpk,1,False,7,5,2,4,1.5625528243972802,0.1675012173134958,0.045265467570765876,-0.89062298268893,5.278770336574605,5.576998979117056,-10.55754067314921,298.15,563,CT437,"Mehnert, G., Leunert, F., Cir??s, S., J??hnk, K. D., R??cker, J., Nixdorf, B. & Wiedner, C. (2010). Competitiveness of invasive and native cyanobacteria from temperate freshwaters under various light and temperature conditions. J. Plankton Res., 32, 1009-1021.",53.15,13.03,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,flosaquae,True,PhotosystemII,NA
541_Sch_TF_TKP,Aphanizomenon gracile,schoolfield_two_factor_tpk,Specific Growth Rate,-3.265254993840701,0.8561618824121542,306.922471531158,1.4531676864496763,NA,306.85000000000423,0.8575038435829379,NA,NA,0.9197283361150403,-28.924511359170467,-27.965714013030194,NA,NA,schoolfield_two_factor_tpk,1,False,6,5,1,4,4.18342280366847,10099.449046524129,1.0322485955172143,-0.5451686521885366,2.139155086261066,13.94625848374099,-4.278310172522132,305.65,541,CT401,"L??rling M., Eshetu F., Faassen E.J., Kosten S. & Huszar V. L. M. (2013). Comparison of cyanobacterial and green algal growth rates at different temperatures. Freshwater Biol., 58, 552-559.",NA,NA,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,gracile,True,PhotosystemII,NA
562_Sch_TF_TKP,Aphanizomenon gracile,schoolfield_two_factor_tpk,Specific Growth Rate,-1.5379765434531354,0.1805679144775847,301.5064511063059,11.614936504998477,NA,301.4500000000053,0.43498469600275086,NA,NA,0.9851088488904304,-49.25828320946077,-47.5287324641842,NA,NA,schoolfield_two_factor_tpk,1,False,7,5,2,4,1.6180438476026344,0.03543940247796542,0.04009207454236889,-0.9162107325741843,5.347772157999496,5.398308123955485,-10.695544315998992,300.15,562,CT436,"Mehnert, G., Leunert, F., Cir??s, S., J??hnk, K. D., R??cker, J., Nixdorf, B. & Wiedner, C. (2010). Competitiveness of invasive and native cyanobacteria from temperate freshwaters under various light and temperature conditions. J. Plankton Res., 32, 1009-1021.",52.24,14.05,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,gracile,True,PhotosystemII,NA
565_Sch_TF_TKP,Aphanizomenon ovalisporum,schoolfield_two_factor_tpk,Specific Growth Rate,-2.8890264488076607,0.4904281084563038,306.7384844075707,12.229914629109112,NA,306.65000000000646,0.5223209754383547,NA,NA,0.9841415632602101,-55.286540655457266,-52.88933294705809,NA,NA,schoolfield_two_factor_tpk,1,False,8,6,2,4,1.8009545895625916,0.17932520882737626,0.0571593144577688,-1.0801281743459004,2.0100391814967105,2.040242614936516,0.7412072957909068,308.15,565,CT439,"Mehnert, G., Leunert, F., Cir??s, S., J??hnk, K. D., R??cker, J., Nixdorf, B. & Wiedner, C. (2010). Competitiveness of invasive and native cyanobacteria from temperate freshwaters under various light and temperature conditions. J. Plankton Res., 32, 1009-1021.",40.46,-3.62,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,ovalisporum,True,PhotosystemII,NA
93_Sch_TF_TKP,Archaeoglobus veneficus,schoolfield_two_factor_tpk,Specific Growth Rate,-9.335314113729929,1.3315249680279726,353.0752102714846,2.703187529766879,NA,352.9500000000045,16.241210808850326,NA,NA,0.9999687748921365,-29.479394186055885,-29.432204623885383,NA,NA,schoolfield_two_factor_tpk,1,False,5,4,1,4,0.056586570845046404,0.053480424336801266,0.02500440999525789,1.5215243103799947,1.0784317651675834,3.6491735163874504,-2.156863530335167,353.05199999999996,93,Huber_1997_A_veneficus ,"Huber, H., Jannasch, H., Rachel, R., Fuchs, T., & Stetter, K. O. (1997). Archaeoglobus veneficus sp nov, a novel facultative chemolithoautotrophic hyperthermophilic sulfite reducer, isolated from abyssal black smokers. Systematic and Applied Microbiology, 20(3), 374-380.",23.36,-44.95,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,veneficus,True,C3,75.0
43_Sch_TF_TKP,Bacillus cereus,schoolfield_two_factor_tpk,Specific Growth Rate,-0.07551857206980833,0.839543441042991,306.1644162450814,3.1007270779249936,NA,306.05645001000744,31.609318708619107,NA,NA,0.9849781078871812,13.198692664272105,19.06163627547101,NA,NA,schoolfield_two_factor_tpk,1,False,16,15,1,4,0.8960263082829348,298.057646125464,0.08391138828730875,2.946295276233094,1.155112653324332,4.620450613297328,0.5391721770058612,307.1835996,43,Choma_B_cereus,"2000,  Choma, C. et al, 'Effect of temperature on growth characteristics of Bacillus cereus TZ415', International Journal of Food Microbiology 55 (73-77)",NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,cereus,True,Aerobic,NA
360_Sch_TF_TKP,Bacillus cereus,schoolfield_two_factor_tpk,Specific Growth Rate,0.5100036418166504,0.7372529983348899,313.7206894906813,4.005975340072085,NA,313.638800000008,77.92755722187431,NA,NA,0.9875226842978952,30.996711522531175,34.98618788652303,NA,NA,schoolfield_two_factor_tpk,1,False,11,8,3,4,0.38270708119927255,3.0728030704590488,0.06019051332897106,3.2821435388723263,1.1216903284222033,1.6920692514283617,0.734704908926239,315.6748,360,Membre_Bcereus_Strain1,"2005, J MEMBRE and B LEPORQ and M VIALETTE and E METTLER and L PERRIER and D THUAULT and M ZWIETERING, 'Temperature effect on bacterial growth rate: quantitative microbiology approach including cardinal values and variability estimates to perform growth simulations on/in food'. International Journal of Food Microbiology, 100(1-3),pp179-186",NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,cereus,True,Aerobic,30.0
361_Sch_TF_TKP,Bacillus cereus,schoolfield_two_factor_tpk,Specific Growth Rate,0.17738653292487064,0.8925298962479944,311.74881599266416,1.819407500463139,NA,311.6931000000076,66.43867217996657,NA,NA,0.9871501999974286,33.32729075693552,37.75182400587552,NA,NA,schoolfield_two_factor_tpk,1,False,12,8,4,4,0.6909153810125014,9.140015682780042,0.14418865648973153,3.425488743030314,1.3982396772740595,2.111491125512835,0.8852560520407933,315.7012,361,Membre_Bcereus_Strain2,"2005, J MEMBRE and B LEPORQ and M VIALETTE and E METTLER and L PERRIER and D THUAULT and M ZWIETERING, 'Temperature effect on bacterial growth rate: quantitative microbiology approach including cardinal values and variability estimates to perform growth simulations on/in food'. International Journal of Food Microbiology, 100(1-3),pp179-186",NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,cereus,True,Aerobic,30.0
362_Sch_TF_TKP,Bacillus cereus,schoolfield_two_factor_tpk,Specific Growth Rate,0.11437893672490004,0.8746017618123942,310.73898404391053,2.358536741425308,NA,310.66600000000733,63.073364589861946,NA,NA,0.9912564829064888,22.245380457389025,25.758305922359256,NA,NA,schoolfield_two_factor_tpk,1,False,10,8,2,4,0.5493199459821586,6.373833013730699,0.10940408286491785,3.362642814584302,1.0053983522523335,3.746733114545766,0.580995769535599,310.2124,362,Membre_Bcereus_Strain3,"2005, J MEMBRE and B LEPORQ and M VIALETTE and E METTLER and L PERRIER and D THUAULT and M ZWIETERING, 'Temperature effect on bacterial growth rate: quantitative microbiology approach including cardinal values and variability estimates to perform growth simulations on/in food'. International Journal of Food Microbiology, 100(1-3),pp179-186",NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,cereus,True,Aerobic,30.0
363_Sch_TF_TKP,Bacillus cereus,schoolfield_two_factor_tpk,Specific Growth Rate,-0.46344473850040335,1.1744393770535397,303.8835621852758,2.0140802348125746,NA,303.8046100000063,40.697866542342055,NA,NA,0.9958391598896041,5.597086417876492,8.58320930455759,NA,NA,schoolfield_two_factor_tpk,1,False,9,8,1,4,0.3927718803581414,2.046892198189703,0.11161628220712767,3.410878369315007,0.9592904226294594,4.2098804674738926,0.4746386748773416,303.2752,363,Membre_Bcereus_Strain6,"2005, J MEMBRE and B LEPORQ and M VIALETTE and E METTLER and L PERRIER and D THUAULT and M ZWIETERING, 'Temperature effect on bacterial growth rate: quantitative microbiology approach including cardinal values and variability estimates to perform growth simulations on/in food'. International Journal of Food Microbiology, 100(1-3),pp179-186",NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,cereus,True,Aerobic,30.0
27_Sch_TF_TKP,Bacillus infernus,schoolfield_two_factor_tpk,Specific Growth Rate,-8.260282720457004,1.5465197068679302,332.5699640644136,13.188066962759521,NA,332.44520000000546,28.470462563813772,NA,NA,0.9974448451054948,-0.042800590925292425,0.9159967552149819,NA,NA,schoolfield_two_factor_tpk,1,False,6,4,2,4,0.3868323472638985,9.825121431143678,0.19395390489575126,-1.95407136133602,0.5879449992308079,0.7015217666575889,-1.1758899984616158,333.0945,27,Boone_1995_B_infernus,"Boone, D. R., Liu, Y., Zhao, Z., Balkwill, D. L., Drake, G. R., Stevens, T., ? Al, B. E. T. (1995). Anaerobe from the Deep Terrestrial Subsurface, (July), 441-448.",NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,infernus,True,F14,50.0
160_Sch_TF_TKP,Bacillus megaterium,schoolfield_two_factor_tpk,Specific Growth Rate,-0.5244458647108251,0.9028032754357698,312.7801688824261,1.7860043219746,NA,312.70380688000535,37.69370585330184,NA,NA,0.9644128069910177,24.861968317835398,30.05725496591169,NA,NA,schoolfield_two_factor_tpk,1,False,14,9,5,4,0.5940067459099638,5.165535917702916,0.17923644787676118,2.6140172852488854,1.6785313856353408,3.6077556257595456,0.5757078451723852,313.32148978,160,Mohr_1980_B_megaterium,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium,True,Aerobic,NA
